candidate_id,gender,ethnicity,age,degree,field_of_study,university,gpa,years_experience,num_skills,skills,job_title_applied,prev_companies,resume_text,shortlisted
CAND-0211,Female,White,44,Master,Business Administration,Other Institution,2.36,3,10,Data Analysis|Git|TensorFlow|C++|Communication|R|SQL|Leadership|Tableau|Problem Solving,Business Analyst,2,"Experienced professional with 3 years of experience. Holds a Master in Business Administration. Key skills include: Data Analysis, Git, TensorFlow, C++, Communication, R, SQL, Leadership, Tableau, Problem Solving. Proven track record of delivering results in dynamic environments.",1
CAND-0212,Male,Hispanic,45,Bachelor,Mathematics,Nottingham University,3.7,15,3,Deep Learning|Statistics|NLP,Data Scientist,3,"Experienced professional with 15 years of experience. Holds a Bachelor in Mathematics. Key skills include: Deep Learning, Statistics, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0213,Female,White,46,Master,Economics,University of London,3.74,4,5,Project Management|R|Docker|Statistics|Agile,Software Engineer,2,"Experienced professional with 4 years of experience. Holds a Master in Economics. Key skills include: Project Management, R, Docker, Statistics, Agile. Proven track record of delivering results in dynamic environments.",1
CAND-0214,Female,White,27,Master,Business Administration,Bristol University,3.27,0,10,TensorFlow|Project Management|Communication|Statistics|Team Collaboration|React|SQL|Data Analysis|Docker|JavaScript,Data Analyst,3,"Experienced professional with 0 years of experience. Holds a Master in Business Administration. Key skills include: TensorFlow, Project Management, Communication, Statistics, Team Collaboration, React, SQL, Data Analysis, Docker, JavaScript. Proven track record of delivering results in dynamic environments.",1
CAND-0215,Non-binary,White,24,Master,Psychology,University of London,3.78,6,3,Problem Solving|Python|Deep Learning,Business Analyst,1,"Experienced professional with 6 years of experience. Holds a Master in Psychology. Key skills include: Problem Solving, Python, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0216,Male,Hispanic,41,Bachelor,Economics,Other Institution,3.18,5,4,Java|Excel|Agile|Git,Product Manager,4,"Experienced professional with 5 years of experience. Holds a Bachelor in Economics. Key skills include: Java, Excel, Agile, Git. Proven track record of delivering results in dynamic environments.",1
CAND-0217,Female,White,30,Bachelor,Other,Bristol University,3.5,5,9,Python|Leadership|Git|Data Analysis|Project Management|Kubernetes|Statistics|JavaScript|Communication,Data Scientist,2,"Experienced professional with 5 years of experience. Holds a Bachelor in Other. Key skills include: Python, Leadership, Git, Data Analysis, Project Management, Kubernetes, Statistics, JavaScript, Communication. Proven track record of delivering results in dynamic environments.",1
CAND-0218,Female,Black,46,Diploma,Mathematics,Other Institution,3.25,1,4,Deep Learning|Python|Java|Team Collaboration,Data Scientist,3,"Experienced professional with 1 years of experience. Holds a Diploma in Mathematics. Key skills include: Deep Learning, Python, Java, Team Collaboration. Proven track record of delivering results in dynamic environments.",0
CAND-0219,Male,White,38,Master,Business Administration,Birmingham University,3.39,0,7,Docker|Problem Solving|Machine Learning|Git|JavaScript|TensorFlow|Data Analysis,Data Analyst,0,"Experienced professional with 0 years of experience. Holds a Master in Business Administration. Key skills include: Docker, Problem Solving, Machine Learning, Git, JavaScript, TensorFlow, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0220,Female,Asian,40,Bachelor,Data Science,Nottingham University,2.4,6,7,JavaScript|Project Management|Tableau|Docker|Excel|Communication|Java,Product Manager,3,"Experienced professional with 6 years of experience. Holds a Bachelor in Data Science. Key skills include: JavaScript, Project Management, Tableau, Docker, Excel, Communication, Java. Proven track record of delivering results in dynamic environments.",1
CAND-0221,Female,Asian,52,Bachelor,Computer Science,University of London,3.34,3,12,Problem Solving|React|Data Analysis|SQL|JavaScript|Kubernetes|Machine Learning|TensorFlow|Leadership|Agile|Team Collaboration|Git,Data Analyst,0,"Experienced professional with 3 years of experience. Holds a Bachelor in Computer Science. Key skills include: Problem Solving, React, Data Analysis, SQL, JavaScript, Kubernetes, Machine Learning, TensorFlow, Leadership, Agile, Team Collaboration, Git. Proven track record of delivering results in dynamic environments.",1
CAND-0222,Male,White,24,Diploma,Psychology,Bristol University,2.85,3,4,Kubernetes|Java|Python|Data Analysis,Business Analyst,5,"Experienced professional with 3 years of experience. Holds a Diploma in Psychology. Key skills include: Kubernetes, Java, Python, Data Analysis. Proven track record of delivering results in dynamic environments.",0
CAND-0223,Male,White,50,None,Mathematics,Manchester University,2.75,10,5,Machine Learning|AWS|Agile|TensorFlow|Team Collaboration,Data Analyst,3,"Experienced professional with 10 years of experience. Holds a None in Mathematics. Key skills include: Machine Learning, AWS, Agile, TensorFlow, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0224,Female,Black,29,Bachelor,Computer Science,University of Leeds,2.21,15,12,Problem Solving|Agile|Communication|NLP|AWS|Tableau|Python|Data Analysis|React|JavaScript|Java|Project Management,Data Analyst,0,"Experienced professional with 15 years of experience. Holds a Bachelor in Computer Science. Key skills include: Problem Solving, Agile, Communication, NLP, AWS, Tableau, Python, Data Analysis, React, JavaScript, Java, Project Management. Proven track record of delivering results in dynamic environments.",1
CAND-0225,Male,Asian,22,Master,Engineering,Bristol University,3.04,3,9,Problem Solving|Git|Leadership|React|Tableau|AWS|Data Analysis|C++|Java,Data Scientist,5,"Experienced professional with 3 years of experience. Holds a Master in Engineering. Key skills include: Problem Solving, Git, Leadership, React, Tableau, AWS, Data Analysis, C++, Java. Proven track record of delivering results in dynamic environments.",1
CAND-0226,Female,White,52,Diploma,Business Administration,Manchester University,3.5,10,6,R|TensorFlow|Java|JavaScript|Leadership|C++,Business Analyst,3,"Experienced professional with 10 years of experience. Holds a Diploma in Business Administration. Key skills include: R, TensorFlow, Java, JavaScript, Leadership, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0227,Male,White,51,Bachelor,Other,Manchester University,3.71,14,8,Machine Learning|React|Deep Learning|Python|Kubernetes|AWS|Docker|Java,Product Manager,4,"Experienced professional with 14 years of experience. Holds a Bachelor in Other. Key skills include: Machine Learning, React, Deep Learning, Python, Kubernetes, AWS, Docker, Java. Proven track record of delivering results in dynamic environments.",1
CAND-0228,Male,White,41,Diploma,Engineering,Nottingham University,3.9,11,3,Leadership|Agile|R,Product Manager,4,"Experienced professional with 11 years of experience. Holds a Diploma in Engineering. Key skills include: Leadership, Agile, R. Proven track record of delivering results in dynamic environments.",1
CAND-0229,Female,Asian,45,Master,Data Science,Manchester University,3.52,7,3,R|Tableau|Deep Learning,ML Engineer,4,"Experienced professional with 7 years of experience. Holds a Master in Data Science. Key skills include: R, Tableau, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0230,Female,Asian,24,Diploma,Other,University of Leeds,3.64,13,4,TensorFlow|NLP|Project Management|Machine Learning,Data Analyst,1,"Experienced professional with 13 years of experience. Holds a Diploma in Other. Key skills include: TensorFlow, NLP, Project Management, Machine Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0231,Male,Black,43,Bachelor,Economics,University of London,3.85,3,10,Agile|Problem Solving|Statistics|JavaScript|Data Analysis|React|Python|Git|Java|Docker,Product Manager,3,"Experienced professional with 3 years of experience. Holds a Bachelor in Economics. Key skills include: Agile, Problem Solving, Statistics, JavaScript, Data Analysis, React, Python, Git, Java, Docker. Proven track record of delivering results in dynamic environments.",1
CAND-0232,Female,Black,33,Master,Business Administration,University of Leeds,2.21,10,11,AWS|Docker|NLP|Leadership|TensorFlow|Kubernetes|R|Excel|Agile|Data Analysis|SQL,Data Analyst,4,"Experienced professional with 10 years of experience. Holds a Master in Business Administration. Key skills include: AWS, Docker, NLP, Leadership, TensorFlow, Kubernetes, R, Excel, Agile, Data Analysis, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0233,Female,Black,41,PhD,Psychology,Other Institution,3.27,6,6,NLP|Team Collaboration|Excel|Problem Solving|Tableau|Data Analysis,Business Analyst,5,"Experienced professional with 6 years of experience. Holds a PhD in Psychology. Key skills include: NLP, Team Collaboration, Excel, Problem Solving, Tableau, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0234,Non-binary,White,42,Master,Psychology,Other Institution,2.96,13,11,Excel|Docker|Python|JavaScript|Machine Learning|Team Collaboration|AWS|Data Analysis|Java|Problem Solving|Deep Learning,ML Engineer,1,"Experienced professional with 13 years of experience. Holds a Master in Psychology. Key skills include: Excel, Docker, Python, JavaScript, Machine Learning, Team Collaboration, AWS, Data Analysis, Java, Problem Solving, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0235,Non-binary,Asian,31,PhD,Mathematics,Birmingham University,3.51,1,8,Agile|Machine Learning|NLP|Problem Solving|C++|Leadership|Deep Learning|AWS,Software Engineer,4,"Experienced professional with 1 years of experience. Holds a PhD in Mathematics. Key skills include: Agile, Machine Learning, NLP, Problem Solving, C++, Leadership, Deep Learning, AWS. Proven track record of delivering results in dynamic environments.",1
CAND-0236,Female,Black,40,Master,Computer Science,Cardiff University,2.78,10,11,Java|Python|TensorFlow|Project Management|NLP|Agile|Leadership|Tableau|Problem Solving|JavaScript|Data Analysis,Data Analyst,1,"Experienced professional with 10 years of experience. Holds a Master in Computer Science. Key skills include: Java, Python, TensorFlow, Project Management, NLP, Agile, Leadership, Tableau, Problem Solving, JavaScript, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0237,Non-binary,White,33,Master,Data Science,Cardiff University,2.08,8,11,TensorFlow|Data Analysis|Communication|Statistics|Kubernetes|Python|R|Agile|Git|Java|SQL,ML Engineer,4,"Experienced professional with 8 years of experience. Holds a Master in Data Science. Key skills include: TensorFlow, Data Analysis, Communication, Statistics, Kubernetes, Python, R, Agile, Git, Java, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0238,Male,Mixed,41,Master,Psychology,Manchester University,3.57,10,11,Leadership|Communication|JavaScript|SQL|Team Collaboration|Git|Docker|C++|AWS|Problem Solving|NLP,Software Engineer,1,"Experienced professional with 10 years of experience. Holds a Master in Psychology. Key skills include: Leadership, Communication, JavaScript, SQL, Team Collaboration, Git, Docker, C++, AWS, Problem Solving, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0239,Female,White,40,Bachelor,Other,Other Institution,3.65,0,4,Problem Solving|Tableau|Agile|Leadership,Business Analyst,4,"Experienced professional with 0 years of experience. Holds a Bachelor in Other. Key skills include: Problem Solving, Tableau, Agile, Leadership. Proven track record of delivering results in dynamic environments.",0
CAND-0240,Female,White,24,Master,Psychology,Cardiff University,3.83,3,9,TensorFlow|C++|Excel|Python|JavaScript|Tableau|Deep Learning|Statistics|Agile,Data Analyst,0,"Experienced professional with 3 years of experience. Holds a Master in Psychology. Key skills include: TensorFlow, C++, Excel, Python, JavaScript, Tableau, Deep Learning, Statistics, Agile. Proven track record of delivering results in dynamic environments.",1
CAND-0241,Male,Asian,42,Master,Data Science,University of Leeds,3.94,0,4,Project Management|Problem Solving|Deep Learning|Kubernetes,Software Engineer,5,"Experienced professional with 0 years of experience. Holds a Master in Data Science. Key skills include: Project Management, Problem Solving, Deep Learning, Kubernetes. Proven track record of delivering results in dynamic environments.",0
CAND-0242,Male,White,49,Master,Data Science,University of Leeds,2.05,10,3,SQL|Java|Communication,ML Engineer,4,"Experienced professional with 10 years of experience. Holds a Master in Data Science. Key skills include: SQL, Java, Communication. Proven track record of delivering results in dynamic environments.",1
CAND-0243,Male,Black,38,Bachelor,Other,Cardiff University,2.87,0,9,Problem Solving|Machine Learning|C++|Python|Deep Learning|NLP|SQL|Java|Statistics,ML Engineer,4,"Experienced professional with 0 years of experience. Holds a Bachelor in Other. Key skills include: Problem Solving, Machine Learning, C++, Python, Deep Learning, NLP, SQL, Java, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0244,Male,Black,41,Master,Mathematics,Nottingham University,2.76,0,10,Communication|C++|Leadership|Data Analysis|AWS|Git|Excel|Problem Solving|Statistics|Tableau,Data Scientist,4,"Experienced professional with 0 years of experience. Holds a Master in Mathematics. Key skills include: Communication, C++, Leadership, Data Analysis, AWS, Git, Excel, Problem Solving, Statistics, Tableau. Proven track record of delivering results in dynamic environments.",1
CAND-0245,Female,White,24,Bachelor,Economics,Other Institution,3.1,2,7,Project Management|Git|Tableau|Kubernetes|Docker|JavaScript|Data Analysis,Software Engineer,1,"Experienced professional with 2 years of experience. Holds a Bachelor in Economics. Key skills include: Project Management, Git, Tableau, Kubernetes, Docker, JavaScript, Data Analysis. Proven track record of delivering results in dynamic environments.",0
CAND-0246,Male,Black,34,Bachelor,Computer Science,Other Institution,2.92,2,7,Problem Solving|SQL|TensorFlow|Machine Learning|Project Management|Statistics|React,ML Engineer,2,"Experienced professional with 2 years of experience. Holds a Bachelor in Computer Science. Key skills include: Problem Solving, SQL, TensorFlow, Machine Learning, Project Management, Statistics, React. Proven track record of delivering results in dynamic environments.",0
CAND-0247,Male,Asian,28,Bachelor,Data Science,Birmingham University,2.64,14,8,NLP|Problem Solving|Excel|Statistics|Data Analysis|Git|Kubernetes|Tableau,ML Engineer,3,"Experienced professional with 14 years of experience. Holds a Bachelor in Data Science. Key skills include: NLP, Problem Solving, Excel, Statistics, Data Analysis, Git, Kubernetes, Tableau. Proven track record of delivering results in dynamic environments.",1
CAND-0248,Male,White,36,Master,Economics,Sheffield University,3.68,4,8,React|Agile|Git|Tableau|Excel|Kubernetes|C++|Machine Learning,Software Engineer,5,"Experienced professional with 4 years of experience. Holds a Master in Economics. Key skills include: React, Agile, Git, Tableau, Excel, Kubernetes, C++, Machine Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0249,Female,Black,30,Diploma,Engineering,Sheffield University,3.47,2,4,Python|JavaScript|Deep Learning|Statistics,Product Manager,3,"Experienced professional with 2 years of experience. Holds a Diploma in Engineering. Key skills include: Python, JavaScript, Deep Learning, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0250,Female,White,24,Master,Other,University of Leeds,2.73,7,12,Git|Excel|Data Analysis|Agile|JavaScript|Deep Learning|SQL|AWS|Tableau|Python|R|Machine Learning,Product Manager,5,"Experienced professional with 7 years of experience. Holds a Master in Other. Key skills include: Git, Excel, Data Analysis, Agile, JavaScript, Deep Learning, SQL, AWS, Tableau, Python, R, Machine Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0251,Male,White,50,Bachelor,Business Administration,Nottingham University,3.88,1,6,Kubernetes|React|Leadership|SQL|TensorFlow|Tableau,Software Engineer,0,"Experienced professional with 1 years of experience. Holds a Bachelor in Business Administration. Key skills include: Kubernetes, React, Leadership, SQL, TensorFlow, Tableau. Proven track record of delivering results in dynamic environments.",0
CAND-0252,Female,White,45,Bachelor,Other,University of London,2.08,10,4,Team Collaboration|JavaScript|Deep Learning|TensorFlow,Business Analyst,2,"Experienced professional with 10 years of experience. Holds a Bachelor in Other. Key skills include: Team Collaboration, JavaScript, Deep Learning, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0253,Female,Asian,46,Master,Psychology,Manchester University,3.03,12,6,JavaScript|AWS|Tableau|Team Collaboration|React|Deep Learning,Product Manager,0,"Experienced professional with 12 years of experience. Holds a Master in Psychology. Key skills include: JavaScript, AWS, Tableau, Team Collaboration, React, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0254,Female,White,32,Bachelor,Mathematics,Birmingham University,2.3,5,8,NLP|Team Collaboration|Machine Learning|Problem Solving|Leadership|Docker|R|Git,Data Analyst,5,"Experienced professional with 5 years of experience. Holds a Bachelor in Mathematics. Key skills include: NLP, Team Collaboration, Machine Learning, Problem Solving, Leadership, Docker, R, Git. Proven track record of delivering results in dynamic environments.",1
CAND-0255,Male,White,32,Master,Economics,University of London,2.49,4,12,Statistics|Communication|Data Analysis|Deep Learning|JavaScript|Java|Kubernetes|Team Collaboration|NLP|Git|C++|SQL,Product Manager,3,"Experienced professional with 4 years of experience. Holds a Master in Economics. Key skills include: Statistics, Communication, Data Analysis, Deep Learning, JavaScript, Java, Kubernetes, Team Collaboration, NLP, Git, C++, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0256,Female,Asian,23,Diploma,Mathematics,Manchester University,2.43,15,10,Communication|Leadership|Docker|NLP|Data Analysis|Statistics|Kubernetes|JavaScript|TensorFlow|Problem Solving,Business Analyst,5,"Experienced professional with 15 years of experience. Holds a Diploma in Mathematics. Key skills include: Communication, Leadership, Docker, NLP, Data Analysis, Statistics, Kubernetes, JavaScript, TensorFlow, Problem Solving. Proven track record of delivering results in dynamic environments.",1
CAND-0257,Male,White,26,Bachelor,Economics,University of Leeds,2.22,6,11,JavaScript|Problem Solving|Docker|Data Analysis|NLP|Machine Learning|Communication|React|Java|Deep Learning|Kubernetes,Data Analyst,5,"Experienced professional with 6 years of experience. Holds a Bachelor in Economics. Key skills include: JavaScript, Problem Solving, Docker, Data Analysis, NLP, Machine Learning, Communication, React, Java, Deep Learning, Kubernetes. Proven track record of delivering results in dynamic environments.",1
CAND-0258,Male,Asian,22,Diploma,Economics,Other Institution,2.84,1,11,Docker|Leadership|React|AWS|Tableau|Statistics|NLP|Machine Learning|Kubernetes|Data Analysis|Team Collaboration,Data Analyst,1,"Experienced professional with 1 years of experience. Holds a Diploma in Economics. Key skills include: Docker, Leadership, React, AWS, Tableau, Statistics, NLP, Machine Learning, Kubernetes, Data Analysis, Team Collaboration. Proven track record of delivering results in dynamic environments.",0
CAND-0259,Female,White,48,Bachelor,Computer Science,University of London,3.16,3,11,Python|AWS|Deep Learning|Project Management|R|Docker|Tableau|Machine Learning|Data Analysis|NLP|Team Collaboration,Product Manager,2,"Experienced professional with 3 years of experience. Holds a Bachelor in Computer Science. Key skills include: Python, AWS, Deep Learning, Project Management, R, Docker, Tableau, Machine Learning, Data Analysis, NLP, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0260,Male,White,45,Master,Economics,Birmingham University,2.83,15,5,Tableau|C++|React|TensorFlow|Excel,Product Manager,2,"Experienced professional with 15 years of experience. Holds a Master in Economics. Key skills include: Tableau, C++, React, TensorFlow, Excel. Proven track record of delivering results in dynamic environments.",1
CAND-0261,Female,White,30,Diploma,Data Science,Birmingham University,2.89,5,4,Project Management|JavaScript|AWS|R,Product Manager,4,"Experienced professional with 5 years of experience. Holds a Diploma in Data Science. Key skills include: Project Management, JavaScript, AWS, R. Proven track record of delivering results in dynamic environments.",0
CAND-0262,Female,Asian,32,Bachelor,Computer Science,Manchester University,3.65,15,12,Docker|SQL|Git|TensorFlow|Leadership|Tableau|Team Collaboration|Java|AWS|JavaScript|Excel|R,Product Manager,2,"Experienced professional with 15 years of experience. Holds a Bachelor in Computer Science. Key skills include: Docker, SQL, Git, TensorFlow, Leadership, Tableau, Team Collaboration, Java, AWS, JavaScript, Excel, R. Proven track record of delivering results in dynamic environments.",1
CAND-0263,Female,Asian,33,Master,Other,University of London,2.4,9,6,Java|NLP|JavaScript|Team Collaboration|Leadership|Git,Software Engineer,5,"Experienced professional with 9 years of experience. Holds a Master in Other. Key skills include: Java, NLP, JavaScript, Team Collaboration, Leadership, Git. Proven track record of delivering results in dynamic environments.",1
CAND-0264,Male,White,22,None,Data Science,Sheffield University,3.56,11,9,AWS|Statistics|Project Management|JavaScript|Python|SQL|NLP|C++|Excel,Business Analyst,4,"Experienced professional with 11 years of experience. Holds a None in Data Science. Key skills include: AWS, Statistics, Project Management, JavaScript, Python, SQL, NLP, C++, Excel. Proven track record of delivering results in dynamic environments.",1
CAND-0265,Female,White,39,Bachelor,Engineering,Nottingham University,3.86,0,7,Communication|Docker|JavaScript|Machine Learning|C++|SQL|Team Collaboration,ML Engineer,2,"Experienced professional with 0 years of experience. Holds a Bachelor in Engineering. Key skills include: Communication, Docker, JavaScript, Machine Learning, C++, SQL, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0266,Female,Black,38,Diploma,Mathematics,Nottingham University,3.93,15,6,Kubernetes|R|Agile|Problem Solving|Team Collaboration|Statistics,Data Scientist,3,"Experienced professional with 15 years of experience. Holds a Diploma in Mathematics. Key skills include: Kubernetes, R, Agile, Problem Solving, Team Collaboration, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0267,Male,White,36,Master,Engineering,Bristol University,2.82,11,11,C++|Python|Team Collaboration|TensorFlow|Leadership|Excel|SQL|AWS|R|Statistics|Problem Solving,Software Engineer,3,"Experienced professional with 11 years of experience. Holds a Master in Engineering. Key skills include: C++, Python, Team Collaboration, TensorFlow, Leadership, Excel, SQL, AWS, R, Statistics, Problem Solving. Proven track record of delivering results in dynamic environments.",1
CAND-0268,Male,White,39,Bachelor,Engineering,Nottingham University,3.47,7,6,TensorFlow|Project Management|Leadership|Git|Team Collaboration|NLP,ML Engineer,1,"Experienced professional with 7 years of experience. Holds a Bachelor in Engineering. Key skills include: TensorFlow, Project Management, Leadership, Git, Team Collaboration, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0269,Female,White,27,Master,Other,University of London,3.53,1,10,Tableau|NLP|R|React|Statistics|TensorFlow|Problem Solving|Communication|JavaScript|Git,Data Analyst,1,"Experienced professional with 1 years of experience. Holds a Master in Other. Key skills include: Tableau, NLP, R, React, Statistics, TensorFlow, Problem Solving, Communication, JavaScript, Git. Proven track record of delivering results in dynamic environments.",1
CAND-0270,Female,White,55,PhD,Other,Other Institution,2.07,11,9,Problem Solving|Communication|Agile|Machine Learning|JavaScript|Team Collaboration|R|Python|C++,Business Analyst,1,"Experienced professional with 11 years of experience. Holds a PhD in Other. Key skills include: Problem Solving, Communication, Agile, Machine Learning, JavaScript, Team Collaboration, R, Python, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0271,Male,White,45,Master,Mathematics,University of Leeds,3.1,7,7,React|NLP|R|Tableau|Communication|Kubernetes|Docker,Software Engineer,3,"Experienced professional with 7 years of experience. Holds a Master in Mathematics. Key skills include: React, NLP, R, Tableau, Communication, Kubernetes, Docker. Proven track record of delivering results in dynamic environments.",1
CAND-0272,Female,White,47,Bachelor,Business Administration,University of Leeds,3.96,7,4,Git|TensorFlow|Leadership|C++,Data Analyst,3,"Experienced professional with 7 years of experience. Holds a Bachelor in Business Administration. Key skills include: Git, TensorFlow, Leadership, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0273,Male,Black,31,Master,Computer Science,University of Leeds,2.84,4,11,C++|Git|R|React|Excel|TensorFlow|Kubernetes|Java|AWS|Machine Learning|Tableau,Software Engineer,0,"Experienced professional with 4 years of experience. Holds a Master in Computer Science. Key skills include: C++, Git, R, React, Excel, TensorFlow, Kubernetes, Java, AWS, Machine Learning, Tableau. Proven track record of delivering results in dynamic environments.",1
CAND-0274,Male,White,28,Bachelor,Psychology,Sheffield University,2.72,8,8,Python|Docker|Machine Learning|Tableau|NLP|Project Management|Statistics|C++,Software Engineer,2,"Experienced professional with 8 years of experience. Holds a Bachelor in Psychology. Key skills include: Python, Docker, Machine Learning, Tableau, NLP, Project Management, Statistics, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0275,Male,Asian,53,PhD,Other,Manchester University,2.76,9,10,Deep Learning|Data Analysis|Communication|Kubernetes|R|Docker|Statistics|AWS|SQL|JavaScript,Software Engineer,2,"Experienced professional with 9 years of experience. Holds a PhD in Other. Key skills include: Deep Learning, Data Analysis, Communication, Kubernetes, R, Docker, Statistics, AWS, SQL, JavaScript. Proven track record of delivering results in dynamic environments.",1
CAND-0276,Male,White,40,Master,Economics,Sheffield University,3.78,11,12,JavaScript|Agile|Docker|Communication|Problem Solving|Python|Data Analysis|Leadership|TensorFlow|SQL|Machine Learning|React,Data Analyst,0,"Experienced professional with 11 years of experience. Holds a Master in Economics. Key skills include: JavaScript, Agile, Docker, Communication, Problem Solving, Python, Data Analysis, Leadership, TensorFlow, SQL, Machine Learning, React. Proven track record of delivering results in dynamic environments.",1
CAND-0277,Male,Mixed,52,Master,Computer Science,Cardiff University,3.05,2,4,TensorFlow|NLP|Data Analysis|SQL,Business Analyst,3,"Experienced professional with 2 years of experience. Holds a Master in Computer Science. Key skills include: TensorFlow, NLP, Data Analysis, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0278,Male,White,40,Bachelor,Business Administration,University of Leeds,3.05,5,3,Java|Problem Solving|Tableau,ML Engineer,3,"Experienced professional with 5 years of experience. Holds a Bachelor in Business Administration. Key skills include: Java, Problem Solving, Tableau. Proven track record of delivering results in dynamic environments.",0
CAND-0279,Male,Hispanic,39,Master,Business Administration,Other Institution,2.35,14,12,Docker|JavaScript|Deep Learning|Team Collaboration|C++|Excel|Tableau|React|Leadership|SQL|Git|Data Analysis,ML Engineer,3,"Experienced professional with 14 years of experience. Holds a Master in Business Administration. Key skills include: Docker, JavaScript, Deep Learning, Team Collaboration, C++, Excel, Tableau, React, Leadership, SQL, Git, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0280,Male,White,22,Master,Business Administration,Bristol University,2.57,0,10,Kubernetes|React|Excel|Python|Docker|Team Collaboration|Leadership|Problem Solving|Tableau|Project Management,Data Analyst,4,"Experienced professional with 0 years of experience. Holds a Master in Business Administration. Key skills include: Kubernetes, React, Excel, Python, Docker, Team Collaboration, Leadership, Problem Solving, Tableau, Project Management. Proven track record of delivering results in dynamic environments.",0
CAND-0281,Male,White,46,PhD,Engineering,Sheffield University,2.16,7,11,Kubernetes|NLP|Team Collaboration|Problem Solving|TensorFlow|Excel|C++|Deep Learning|Docker|Project Management|JavaScript,Data Scientist,1,"Experienced professional with 7 years of experience. Holds a PhD in Engineering. Key skills include: Kubernetes, NLP, Team Collaboration, Problem Solving, TensorFlow, Excel, C++, Deep Learning, Docker, Project Management, JavaScript. Proven track record of delivering results in dynamic environments.",1
CAND-0282,Male,White,51,Master,Mathematics,Nottingham University,2.38,0,5,Java|C++|Python|Communication|Machine Learning,ML Engineer,2,"Experienced professional with 0 years of experience. Holds a Master in Mathematics. Key skills include: Java, C++, Python, Communication, Machine Learning. Proven track record of delivering results in dynamic environments.",0
CAND-0283,Male,White,22,Bachelor,Business Administration,University of London,2.99,10,9,Excel|React|Tableau|Agile|Java|R|SQL|Data Analysis|Deep Learning,ML Engineer,3,"Experienced professional with 10 years of experience. Holds a Bachelor in Business Administration. Key skills include: Excel, React, Tableau, Agile, Java, R, SQL, Data Analysis, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0284,Male,White,34,Diploma,Mathematics,Cardiff University,3.66,3,6,AWS|Agile|Leadership|Java|Project Management|Git,Business Analyst,0,"Experienced professional with 3 years of experience. Holds a Diploma in Mathematics. Key skills include: AWS, Agile, Leadership, Java, Project Management, Git. Proven track record of delivering results in dynamic environments.",0
CAND-0285,Female,Other,52,Bachelor,Mathematics,Bristol University,2.32,1,11,JavaScript|Machine Learning|TensorFlow|React|Deep Learning|Excel|Project Management|Tableau|Java|Statistics|Kubernetes,Software Engineer,5,"Experienced professional with 1 years of experience. Holds a Bachelor in Mathematics. Key skills include: JavaScript, Machine Learning, TensorFlow, React, Deep Learning, Excel, Project Management, Tableau, Java, Statistics, Kubernetes. Proven track record of delivering results in dynamic environments.",1
CAND-0286,Male,White,39,Master,Economics,Birmingham University,2.02,1,12,Team Collaboration|React|Kubernetes|NLP|Data Analysis|Tableau|SQL|Leadership|Communication|Git|Java|R,Product Manager,2,"Experienced professional with 1 years of experience. Holds a Master in Economics. Key skills include: Team Collaboration, React, Kubernetes, NLP, Data Analysis, Tableau, SQL, Leadership, Communication, Git, Java, R. Proven track record of delivering results in dynamic environments.",0
CAND-0287,Female,Other,25,Bachelor,Business Administration,Other Institution,3.58,4,10,Leadership|R|C++|Deep Learning|Tableau|Agile|Project Management|Python|AWS|Problem Solving,Business Analyst,1,"Experienced professional with 4 years of experience. Holds a Bachelor in Business Administration. Key skills include: Leadership, R, C++, Deep Learning, Tableau, Agile, Project Management, Python, AWS, Problem Solving. Proven track record of delivering results in dynamic environments.",1
